@relation 'Feature Vector'

@attribute SourceMethodLength numeric
@attribute SourceAssignmentCount numeric
@attribute SourceIfCount numeric
@attribute SourceIteratorCount numeric
@attribute SourceSwitchCount numeric
@attribute SourceCaseCount numeric
@attribute SourceReturnCount numeric
@attribute SourceTryStatementCount numeric
@attribute SourceDeclaredVariableCount numeric
@attribute SourceExpressionCount numeric
@attribute SourceDistinctTypeCount numeric
@attribute TargetMethodLength numeric
@attribute TargetAssignmentCount numeric
@attribute TargetIfCount numeric
@attribute TargetIteratorCount numeric
@attribute TargetSwitchCount numeric
@attribute TargetCaseCount numeric
@attribute TargetReturnCount numeric
@attribute TargetTryStatementCount numeric
@attribute TargetDeclaredVariableCount numeric
@attribute TargetExpressionCount numeric
@attribute TargetDistinctTypeCount numeric
@attribute @@class@@ {TYPE1,TYPE2,VST3,ST3,MT3,WT3,nonmatch}

@data
50,6,3,2,0,0,0,3,14,30,8,57,6,3,2,0,0,0,3,18,39,15,ST3
11,0,0,0,0,0,0,1,2,5,6,13,0,0,0,0,0,0,1,2,7,6,MT3
21,4,1,1,0,0,2,1,6,13,8,24,5,0,1,0,0,1,1,9,16,10,MT3
178,2,12,2,0,0,1,0,40,147,23,179,2,12,2,0,0,1,0,40,148,23,VST3
9,0,1,1,0,0,0,0,3,3,2,11,0,1,1,0,0,0,0,2,4,2,MT3
28,3,2,1,0,0,1,1,7,14,9,27,3,2,1,0,0,2,2,4,10,9,MT3
11,1,0,2,0,0,1,0,5,4,2,11,1,0,2,0,0,1,0,5,4,1,MT3
37,1,2,0,0,0,1,1,12,27,12,42,1,2,0,0,0,0,1,15,32,13,ST3
7,1,0,2,0,0,0,0,2,1,1,10,1,0,2,0,0,1,0,5,3,2,MT3
11,0,0,0,0,0,2,1,2,4,4,10,0,0,0,0,0,2,1,1,3,3,MT3
13,0,2,1,0,0,1,0,2,3,3,16,0,2,1,0,0,0,1,2,6,3,MT3
17,2,0,1,0,0,1,1,4,9,5,16,1,0,0,0,0,1,2,3,7,6,MT3
63,0,0,0,0,0,0,2,2,53,12,64,0,0,0,0,0,0,2,2,54,12,VST3
18,0,2,1,0,0,2,0,5,8,6,18,0,2,1,0,0,2,0,5,8,6,VST3
21,1,2,2,0,0,0,0,6,10,9,33,1,5,2,0,0,4,0,6,11,7,MT3
12,0,2,0,0,0,0,1,2,5,5,17,1,2,1,0,0,0,1,5,8,7,MT3
8,1,0,0,0,0,1,0,3,5,6,8,1,0,0,0,0,1,0,3,5,6,ST3
18,2,1,0,0,0,0,1,3,10,5,19,1,0,0,0,0,0,1,2,12,5,MT3
12,1,0,0,0,0,1,1,2,5,4,10,0,0,0,0,0,2,1,2,3,4,MT3
11,0,1,1,0,0,0,0,2,4,3,9,0,1,1,0,0,0,0,2,3,2,MT3
37,7,2,1,0,0,2,1,9,22,8,33,5,2,1,0,0,0,2,8,20,8,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
13,0,1,1,0,0,0,0,5,8,6,9,1,0,1,0,0,0,0,4,7,8,MT3
15,4,1,2,0,0,0,0,5,7,4,17,5,1,2,0,0,0,0,4,9,2,MT3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
9,0,1,1,0,0,1,0,2,2,3,11,0,2,1,0,0,0,0,2,3,1,MT3
15,0,3,1,0,0,0,0,2,4,2,13,0,2,1,0,0,0,0,2,4,2,MT3
18,4,2,1,0,0,2,0,4,8,2,17,4,2,1,0,0,2,0,4,7,2,MT3
11,2,3,1,0,0,3,0,4,6,2,11,2,3,1,0,0,3,0,4,6,4,ST3
11,0,1,1,0,0,0,0,2,4,1,9,0,1,1,0,0,0,0,2,3,2,MT3
27,1,0,1,0,0,0,1,4,20,8,27,0,0,2,0,0,0,1,6,18,10,MT3
10,1,0,0,0,0,1,1,1,4,3,11,1,0,0,0,0,1,1,2,5,4,MT3
11,1,0,2,0,0,1,0,5,4,2,12,3,1,2,0,0,2,0,3,4,2,MT3
14,0,3,1,0,0,0,0,4,4,3,11,0,1,1,0,0,0,0,3,4,2,MT3
9,1,0,1,0,0,0,0,4,7,8,9,1,0,1,0,0,0,0,4,7,8,TYPE2
8,1,0,0,0,0,1,0,1,5,1,6,1,0,0,0,0,1,0,1,3,1,MT3
17,1,1,1,0,0,0,1,4,8,6,15,1,0,1,0,0,2,1,4,8,7,MT3
16,0,1,0,0,0,0,1,3,9,5,11,0,0,0,0,0,0,1,2,6,5,MT3
50,6,3,2,0,0,0,3,14,30,8,62,6,3,3,0,0,0,3,22,42,13,ST3
6,0,0,0,0,0,1,0,2,3,4,8,0,0,0,0,0,1,0,3,5,5,MT3
10,1,0,2,0,0,1,0,4,3,3,9,1,0,2,0,0,1,0,3,2,2,MT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,ST3
9,1,0,2,0,0,1,0,3,2,1,11,4,0,2,0,0,0,0,3,5,3,MT3
13,0,0,0,0,0,1,1,3,4,6,20,0,1,1,0,0,1,1,5,7,8,MT3
19,0,0,1,0,0,0,1,3,11,7,20,0,0,0,0,0,0,1,3,14,8,MT3
27,3,0,0,0,0,0,1,3,19,7,24,2,0,0,0,0,0,1,3,16,7,ST3
12,0,0,0,0,0,0,1,3,6,7,15,0,0,0,0,0,0,2,2,7,6,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,VST3
20,8,1,2,0,0,0,0,4,12,1,15,4,1,2,0,0,0,0,3,7,1,MT3
7,0,1,0,0,0,0,0,1,3,2,7,0,1,0,0,0,0,0,1,3,2,TYPE2
16,1,0,1,0,0,1,1,5,9,8,15,1,0,1,0,0,1,1,4,7,6,MT3
11,0,1,1,0,0,0,0,2,4,2,13,0,2,1,0,0,1,0,2,3,3,MT3
11,0,1,1,0,0,0,0,3,4,2,9,0,1,1,0,0,0,0,2,3,2,MT3
10,1,0,2,0,0,1,0,4,3,3,10,1,0,2,0,0,1,0,4,3,3,VST3
9,0,1,0,0,0,0,1,0,1,4,9,0,1,0,0,0,0,1,0,2,3,MT3
27,3,1,1,0,0,1,3,4,9,7,25,2,2,0,0,0,2,3,2,7,6,MT3
18,2,1,1,0,0,1,0,8,11,7,18,1,0,1,0,0,2,1,6,9,8,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
36,8,3,1,0,0,1,3,5,18,9,38,8,3,2,0,0,1,3,6,18,10,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,VST3
14,0,3,1,0,0,0,0,2,4,3,13,0,2,1,0,0,1,0,2,3,3,MT3
9,1,0,2,0,0,1,0,3,2,2,9,1,0,2,0,0,1,0,3,2,2,ST3
9,1,0,2,0,0,1,0,3,2,2,9,1,0,2,0,0,1,0,3,2,2,ST3
8,2,1,1,0,0,1,0,2,3,2,8,2,2,1,0,0,1,0,3,4,2,MT3
53,1,1,1,0,0,0,1,9,43,13,55,4,0,0,0,0,0,1,8,49,11,MT3
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,0,0,2,3,2,MT3
9,2,0,1,0,0,0,0,4,5,3,8,2,0,1,0,0,0,0,3,4,2,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
13,0,2,1,0,0,1,0,2,3,3,10,0,2,1,0,0,1,0,2,4,3,MT3
12,0,2,0,0,0,0,1,2,5,6,12,0,2,0,0,0,0,1,2,5,5,VST3
9,3,0,2,0,0,0,0,2,3,2,8,1,0,2,0,0,1,0,2,1,2,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,3,0,0,0,0,0,1,3,19,7,24,2,0,0,0,0,0,1,3,16,7,ST3
11,0,0,0,0,0,2,1,1,4,3,14,1,0,0,0,0,1,1,3,8,4,MT3
21,2,2,2,0,0,1,0,6,11,10,17,1,0,2,0,0,0,0,7,11,10,MT3
10,0,1,1,0,0,0,0,3,4,2,10,0,2,1,0,0,1,0,2,4,3,MT3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
45,7,6,0,0,0,0,2,4,22,8,52,9,8,0,0,0,0,2,4,25,8,ST3
14,1,0,0,0,0,1,1,2,7,5,12,1,0,0,0,0,2,1,2,5,4,MT3
30,1,1,0,0,0,0,3,2,15,5,32,3,0,0,0,0,1,2,3,22,5,MT3
11,0,0,0,0,0,2,1,2,4,4,11,0,0,0,0,0,2,1,2,4,4,MT3
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,0,0,2,3,2,ST3
12,0,2,0,0,0,0,1,2,5,5,12,2,2,0,0,0,0,1,2,7,5,MT3
12,0,2,0,0,0,0,1,2,5,5,13,2,2,0,0,0,0,1,4,8,7,MT3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
8,0,0,0,0,0,0,0,3,6,6,7,0,0,0,0,0,0,0,2,5,5,ST3
11,0,0,0,0,0,2,1,2,4,4,12,1,0,0,0,0,2,1,2,5,4,MT3
33,5,2,1,0,0,0,2,8,20,8,37,5,2,1,0,0,0,2,8,24,9,ST3
28,3,2,0,0,0,1,3,3,9,6,27,4,0,1,0,0,1,3,5,12,15,MT3
10,0,0,0,0,0,1,1,1,2,8,9,0,0,0,0,0,1,1,1,2,6,MT3
17,1,1,1,0,0,0,1,3,8,7,11,1,0,1,0,0,0,0,3,7,7,MT3
14,1,0,1,0,0,2,1,4,5,7,16,2,0,1,0,0,2,1,4,5,6,MT3
21,2,0,2,0,0,2,1,4,10,6,24,4,1,2,0,0,0,1,6,13,7,MT3
17,1,0,1,0,0,1,0,6,12,8,15,1,0,1,0,0,1,1,4,7,6,MT3
6,0,0,0,0,0,1,0,1,2,1,7,1,0,0,0,0,1,0,1,3,1,MT3
7,0,0,0,0,0,0,0,2,5,5,7,0,0,0,0,0,0,0,2,5,5,ST3
9,1,0,2,0,0,1,0,3,2,2,9,1,0,2,0,0,1,0,3,2,2,VST3
10,1,0,1,0,0,0,0,2,6,7,11,1,0,1,0,0,0,0,3,7,7,ST3
9,0,0,1,0,0,0,0,4,5,4,8,0,0,1,0,0,0,0,3,4,3,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
9,0,0,0,0,0,1,1,2,2,5,9,0,0,0,0,0,1,1,2,2,6,MT3
13,0,0,0,0,0,0,2,2,5,5,11,0,0,0,0,0,0,2,0,3,3,MT3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
12,0,2,0,0,0,0,1,2,5,5,12,2,2,0,0,0,1,1,2,6,6,MT3
9,3,0,0,0,0,1,0,2,6,5,8,2,0,0,0,0,1,0,2,5,5,MT3
11,0,2,1,0,0,0,0,2,3,2,9,0,1,1,0,0,0,0,2,3,2,MT3
16,1,0,0,0,0,1,2,2,5,6,16,1,0,0,0,0,1,2,3,5,7,MT3
11,0,1,1,0,0,0,0,2,4,2,10,1,1,1,0,0,0,0,3,4,3,MT3
13,0,2,1,0,0,1,0,2,3,3,13,0,2,1,0,0,1,0,2,3,3,VST3
10,0,1,0,0,0,0,0,4,6,5,8,2,1,0,0,0,0,0,1,4,2,MT3
11,0,0,0,0,0,2,1,2,4,4,10,1,0,0,0,0,1,1,2,4,3,MT3
16,1,0,0,0,0,0,1,4,9,6,14,1,0,0,0,0,0,1,2,8,4,MT3
21,4,1,1,0,0,0,1,5,12,9,16,2,0,1,0,0,0,0,5,12,8,MT3
43,4,4,0,0,0,1,4,5,17,10,40,2,5,0,0,0,3,3,5,15,9,MT3
17,0,3,1,0,0,0,0,2,5,4,13,0,2,1,0,0,0,0,2,4,3,ST3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,2,0,0,0,2,MT3
7,1,0,0,0,0,1,0,2,4,5,8,2,0,0,0,0,1,0,2,5,5,MT3
11,0,2,1,0,0,0,0,3,3,2,11,0,2,1,0,0,0,0,2,3,2,MT3
9,0,1,0,0,0,0,0,2,5,7,7,0,1,0,0,0,0,0,1,3,2,MT3
14,0,2,1,0,0,0,1,3,5,3,13,0,2,1,0,0,1,0,2,3,3,MT3
9,1,0,1,0,0,0,0,4,7,7,9,1,0,1,0,0,0,0,4,7,8,ST3
13,2,2,0,0,0,0,1,4,8,6,12,0,2,0,0,0,0,1,2,5,5,MT3
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,ST3
12,2,2,0,0,0,0,1,2,7,5,16,0,2,0,0,0,0,2,4,7,7,MT3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
28,3,2,0,0,0,1,3,3,9,6,27,4,0,1,0,0,1,3,5,12,15,MT3
27,3,0,1,0,0,1,1,11,19,13,27,2,0,2,0,0,0,1,11,18,13,MT3
26,3,2,1,0,0,0,2,4,11,7,27,4,0,1,0,0,1,3,5,12,15,MT3
13,2,2,0,0,0,0,1,4,8,6,12,0,2,0,0,0,0,1,2,5,5,MT3
12,0,1,0,0,0,0,1,1,4,4,12,0,1,0,0,0,0,1,0,3,4,MT3
16,5,3,1,0,0,1,0,8,12,9,16,5,3,1,0,0,1,0,8,12,8,VST3
22,0,0,0,0,0,0,1,4,15,8,29,2,0,1,0,0,0,1,5,21,9,MT3
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,1,0,2,2,3,ST3
30,4,2,1,0,0,1,3,5,13,9,29,7,3,1,0,0,0,3,6,14,9,MT3
11,0,1,0,0,0,2,1,1,3,4,11,1,1,0,0,0,2,1,1,4,3,MT3
32,4,2,2,0,0,0,0,8,20,13,34,4,2,2,0,0,0,0,10,22,16,VST3
8,2,1,2,0,0,0,0,2,2,2,9,2,0,2,0,0,0,0,3,3,1,MT3
17,0,0,0,0,0,2,1,3,8,7,17,0,0,0,0,0,2,1,3,8,7,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
22,0,0,1,0,0,0,1,3,14,7,19,0,0,0,0,0,0,1,1,13,7,MT3
9,0,1,1,0,0,1,0,2,2,3,11,0,1,1,0,0,0,0,3,4,2,MT3
33,1,2,2,0,0,1,0,9,24,13,26,5,0,1,0,0,0,1,7,19,9,MT3
16,1,0,0,0,0,1,2,3,5,7,20,1,0,0,0,0,1,2,4,11,5,MT3
15,0,3,0,0,0,0,1,2,3,7,16,1,1,0,0,0,0,2,1,5,4,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
16,3,2,1,0,0,2,0,3,6,1,17,4,2,1,0,0,2,0,3,7,3,MT3
13,0,2,1,0,0,0,0,2,4,2,14,0,3,1,0,0,2,0,2,2,3,MT3
16,0,0,0,0,0,3,1,2,7,5,12,1,0,0,0,0,2,1,2,5,4,MT3
32,1,0,1,0,0,1,0,7,22,19,23,1,0,1,0,0,0,0,8,19,11,MT3
9,1,0,1,0,0,0,0,4,7,8,10,1,0,1,0,0,1,0,4,7,7,MT3
13,0,2,1,0,0,1,0,2,3,3,11,0,1,1,0,0,0,0,2,4,3,MT3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
18,2,1,1,0,0,1,0,8,11,7,13,1,0,1,0,0,1,0,5,8,8,MT3
12,0,1,0,0,0,0,1,1,4,4,13,0,1,0,0,0,0,1,1,3,5,MT3
19,2,3,0,0,0,0,1,2,8,5,25,2,2,0,0,0,2,3,2,7,6,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
12,0,2,0,0,0,0,1,2,5,5,12,0,2,0,0,0,0,1,2,5,5,ST3
10,1,0,2,0,0,1,0,4,3,3,8,1,0,2,0,0,1,0,2,1,2,MT3
12,1,0,1,0,0,1,0,4,7,6,10,1,0,1,0,0,1,0,3,5,7,MT3
9,1,0,2,0,0,1,0,3,2,2,9,1,0,2,0,0,1,0,3,2,2,VST3
9,1,0,2,0,0,1,0,3,2,1,9,1,0,2,0,0,1,0,3,2,3,MT3
13,1,0,1,0,0,1,1,4,7,7,16,1,1,1,0,0,1,1,5,8,8,MT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
30,1,3,0,0,0,0,1,3,15,8,27,1,3,0,0,0,0,1,3,12,8,ST3
27,3,0,0,0,0,0,1,3,19,7,24,2,0,0,0,0,0,1,3,16,7,ST3
19,2,1,1,0,0,2,1,5,8,6,19,2,1,1,0,0,2,1,5,8,6,VST3
46,5,11,1,0,0,0,3,9,19,9,43,5,13,1,0,0,0,3,10,19,9,MT3
12,0,2,0,0,0,0,1,2,5,5,12,0,2,0,0,0,0,1,2,5,5,TYPE2
108,22,4,5,0,0,1,1,15,81,17,113,23,6,5,0,0,1,1,15,82,18,ST3
19,1,1,1,0,0,1,1,4,11,7,18,2,0,1,0,0,2,1,6,9,5,MT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,2,0,0,0,2,MT3
9,1,0,2,0,0,1,0,3,2,2,10,1,0,2,0,0,1,0,5,3,2,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
13,0,1,1,0,0,0,0,5,8,6,14,1,0,1,0,0,0,1,5,9,6,MT3
18,1,2,2,0,0,0,0,6,9,8,21,1,1,2,0,0,0,0,9,12,9,MT3
11,0,2,0,0,0,0,1,0,3,2,11,0,2,0,0,0,0,1,0,3,2,VST3
32,6,0,0,0,0,0,1,3,24,7,27,3,0,0,0,0,0,1,3,19,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
7,0,0,0,0,0,2,1,0,0,3,8,0,0,0,0,0,1,1,0,0,4,MT3
12,0,2,0,0,0,0,1,2,5,5,12,0,2,0,0,0,0,1,2,5,5,VST3
37,1,2,0,0,0,1,1,12,27,12,42,1,2,0,0,0,0,1,15,32,13,ST3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,VST3
11,0,1,0,0,0,0,1,1,3,3,11,0,2,0,0,0,0,1,0,3,2,MT3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,16,ST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
6,0,0,0,0,0,1,0,1,3,2,10,0,1,0,0,0,1,0,1,4,3,MT3
12,2,0,1,0,0,1,0,4,7,5,12,2,0,1,0,0,1,0,4,7,5,TYPE2
10,1,0,1,0,0,0,0,5,8,10,10,1,0,1,0,0,0,0,5,8,10,ST3
12,2,0,0,0,0,0,0,5,9,11,11,1,0,0,0,0,0,1,2,5,8,MT3
18,0,2,1,0,0,2,0,5,8,6,18,0,2,1,0,0,2,0,5,8,6,ST3
100,34,0,0,1,5,17,4,10,45,17,100,34,0,0,1,5,17,4,10,45,17,VST3
23,2,0,1,0,0,0,1,9,16,12,24,3,2,1,0,0,0,0,7,14,9,MT3
17,3,2,0,0,0,2,0,2,9,3,14,3,2,0,0,0,2,0,1,7,3,MT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,2,ST3
15,3,3,0,0,0,1,0,3,7,3,15,3,3,0,0,0,1,0,3,7,3,VST3
9,1,0,2,0,0,1,0,3,2,2,10,1,0,2,0,0,1,0,4,3,3,MT3
20,0,0,0,0,0,0,1,4,14,6,19,0,0,1,0,0,0,1,3,11,7,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
11,0,1,0,0,0,0,1,0,3,3,9,0,1,0,0,0,0,1,0,2,3,MT3
21,2,2,1,0,0,1,1,6,9,7,20,3,1,1,0,0,2,1,5,9,6,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
29,1,3,2,0,0,2,1,6,10,11,27,1,3,2,0,0,0,0,6,13,9,ST3
13,2,2,0,0,0,0,1,4,8,7,13,2,2,0,0,0,0,1,4,8,7,TYPE2
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
24,5,1,3,0,0,1,0,8,11,6,24,5,1,3,0,0,1,0,8,11,6,VST3
19,2,3,0,0,0,0,1,2,8,5,19,2,3,0,0,0,0,1,2,8,5,TYPE2
11,0,0,0,0,0,2,1,1,4,3,11,1,0,0,0,0,1,1,3,5,4,MT3
11,0,0,0,0,0,2,1,1,4,3,10,0,0,0,0,0,2,1,1,3,4,MT3
10,1,1,0,0,0,0,1,0,2,7,11,0,1,0,0,0,0,1,1,3,3,MT3
12,1,0,0,0,0,2,1,2,5,4,12,0,0,0,0,0,1,1,4,5,6,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
141,14,17,3,0,0,3,1,25,100,16,131,10,16,3,0,0,3,1,23,93,15,VST3
11,1,0,2,0,0,1,0,5,4,2,10,1,0,2,0,0,1,0,4,3,3,MT3
22,3,0,0,0,0,1,2,2,12,4,22,3,0,0,0,0,1,2,2,12,4,VST3
12,1,0,0,0,0,0,1,1,5,9,12,1,0,0,0,0,0,1,2,7,7,MT3
14,1,0,1,0,0,1,1,4,6,6,10,0,0,0,0,0,2,1,2,3,4,MT3
10,0,1,0,0,0,0,1,1,3,4,11,0,1,0,0,0,0,1,0,3,4,MT3
13,0,2,1,0,0,1,0,2,3,3,11,0,1,1,0,0,0,0,2,4,3,MT3
10,0,1,0,0,0,0,1,1,3,4,10,1,1,0,0,0,0,1,0,2,7,MT3
20,5,2,1,0,0,2,1,6,13,8,24,5,0,1,0,0,1,1,9,16,9,MT3
18,1,1,1,0,0,1,1,5,8,8,17,1,1,1,0,0,1,1,4,7,8,ST3
21,2,0,2,0,0,2,1,4,10,6,22,1,1,1,0,0,0,1,5,12,7,MT3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
13,0,2,1,0,0,1,0,2,3,3,17,0,4,1,0,0,0,0,2,4,2,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,VST3
12,1,0,0,0,0,1,1,3,5,6,16,1,0,0,0,0,1,2,3,5,7,MT3
24,2,0,0,0,0,0,1,3,16,7,27,3,0,0,0,0,0,1,3,19,7,ST3
11,1,0,2,0,0,1,0,5,4,2,9,1,0,2,0,0,1,0,3,2,2,MT3
22,3,3,1,0,0,0,1,7,14,7,24,3,4,1,0,0,0,1,7,15,7,ST3
19,2,3,0,0,0,0,1,2,8,5,19,2,3,0,0,0,0,1,2,8,5,VST3
12,0,0,0,0,0,0,1,1,7,4,14,0,0,0,0,0,0,1,4,9,7,MT3
16,1,2,2,0,0,1,0,4,5,2,16,3,1,2,0,0,1,0,6,7,4,MT3
11,0,1,0,0,0,0,1,0,3,2,12,0,1,0,0,0,0,1,0,3,4,MT3
8,2,1,2,0,0,0,0,2,2,2,10,1,0,2,0,0,1,0,4,3,3,MT3
10,1,0,0,0,0,1,1,0,4,2,9,1,0,0,0,0,1,1,1,3,3,MT3
7,0,1,0,0,0,0,0,1,3,2,7,0,1,0,0,0,0,0,1,3,2,TYPE2
13,1,2,1,0,0,1,0,4,8,8,10,1,0,1,0,0,0,0,5,8,10,MT3
22,1,2,1,0,0,3,1,5,8,6,16,0,0,1,0,0,2,1,5,7,8,MT3
27,4,0,1,1,2,2,1,6,12,6,20,3,1,1,0,0,2,1,5,9,6,MT3
17,0,2,0,0,0,0,2,2,5,4,13,1,1,0,0,0,0,1,2,6,5,MT3
52,9,4,2,0,0,0,2,14,34,12,36,5,3,1,0,0,0,2,8,20,10,MT3
9,0,1,0,0,0,0,0,2,7,5,8,1,0,1,0,0,0,0,3,6,5,MT3
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,ST3
24,3,4,1,0,0,0,1,7,15,7,22,3,3,1,0,0,0,1,7,14,7,ST3
50,6,3,2,0,0,0,3,14,30,8,57,6,3,2,0,0,0,3,18,39,15,ST3
14,1,0,1,0,0,2,1,4,7,6,17,1,1,1,0,0,3,1,4,7,6,ST3
15,0,0,1,0,0,1,1,4,7,7,17,1,0,1,0,0,0,1,5,10,8,MT3
11,0,0,0,0,0,2,1,1,4,3,12,1,0,0,0,0,2,1,2,5,4,MT3
13,1,0,1,0,0,0,0,5,11,9,9,1,0,1,0,0,0,0,4,7,7,MT3
29,2,3,0,0,0,0,3,2,11,6,28,3,2,0,0,0,1,3,3,9,6,MT3
8,1,0,2,0,0,0,0,3,2,1,11,1,0,2,0,0,1,0,5,4,2,MT3
10,1,1,1,0,0,0,0,3,4,3,13,0,2,1,0,0,1,0,2,3,3,MT3
10,1,0,0,0,0,1,1,2,4,3,9,0,0,0,0,0,2,1,1,2,3,MT3
36,1,2,1,0,0,0,4,7,17,10,31,2,2,0,0,0,1,4,2,12,8,MT3
8,1,0,2,0,0,0,0,3,2,1,9,1,0,2,0,0,1,0,3,2,2,MT3
13,0,2,1,0,0,1,0,2,3,3,13,0,2,1,0,0,1,0,2,3,3,VST3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
9,0,1,1,0,0,1,0,2,2,3,9,0,1,1,0,0,1,0,2,2,3,ST3
8,2,0,0,0,0,1,0,2,5,5,8,2,0,0,0,0,1,0,2,5,5,TYPE2
14,0,2,1,0,0,1,0,3,4,3,13,0,2,1,0,0,1,0,2,3,3,MT3
37,1,2,0,0,0,1,1,12,27,12,42,1,2,0,0,0,0,1,15,32,13,ST3
15,1,0,1,0,0,0,1,4,8,6,15,2,0,1,0,0,2,1,4,6,5,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
31,2,2,2,0,0,0,2,6,12,8,30,2,2,2,0,0,0,2,6,12,8,VST3
17,0,2,0,0,0,1,1,2,7,6,17,0,2,0,0,0,1,1,2,7,5,VST3
8,0,0,0,0,0,0,0,2,6,5,8,0,0,0,0,0,0,0,2,6,5,TYPE2
25,2,3,0,0,0,0,2,2,10,5,24,4,2,0,0,0,1,3,3,10,7,MT3
20,8,1,2,0,0,0,0,4,12,1,19,5,2,2,0,0,0,0,4,8,2,MT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
12,0,0,0,0,0,0,1,2,7,5,7,0,0,0,0,0,0,0,2,5,5,MT3
31,7,2,2,0,0,0,1,9,21,12,29,3,0,2,0,0,0,1,13,20,11,MT3
